hybrid_id, fec,vmm,ch, pedestal [mV]
025040107410003188d2a000a00000a1,2,8,37,171
025040107410003188d2a000a00000a1,2,8,38,170
025040107410003188d2a000a00000a1,2,8,39,170
025040107410003188d2a000a00000a1,2,8,40,171
025040107410003188d2a000a00000a1,2,8,41,172
025040107410003188d2a000a00000a1,2,8,42,1157
025040107410003188d2a000a00000a1,2,8,43,172
025040107410003188d2a000a00000a1,2,8,44,175
025040107410003188d2a000a00000a1,2,8,45,175
025040107410003188d2a000a00000a1,2,8,46,1158
025040107410003188d2a000a00000a1,2,8,47,171
025040107410003188d2a000a00000a1,2,8,48,1155
