hybrid_id, fec,vmm,ch, pedestal [mV]
025040107410003188d2a000a00000a1,2,8,49,174
025040107410003188d2a000a00000a1,2,8,50,1158
025040107410003188d2a000a00000a1,2,8,51,168
025040107410003188d2a000a00000a1,2,8,52,1162
025040107410003188d2a000a00000a1,2,8,53,173
025040107410003188d2a000a00000a1,2,8,54,173
025040107410003188d2a000a00000a1,2,8,55,170
025040107410003188d2a000a00000a1,2,8,56,172
025040107410003188d2a000a00000a1,2,8,57,174
025040107410003188d2a000a00000a1,2,8,58,173
025040107410003188d2a000a00000a1,2,8,59,169
025040107410003188d2a000a00000a1,2,8,60,179
025040107410003188d2a000a00000a1,2,8,61,176
025040107410003188d2a000a00000a1,2,8,62,1158
025040107410003188d2a000a00000a1,2,8,63,170
hybrid_id, fec,vmm,ch, pedestal [mV]
025040107410003188d2a000a00000a1,2,9,0,1155
025040107410003188d2a000a00000a1,2,9,1,169
025040107410003188d2a000a00000a1,2,9,2,1158
025040107410003188d2a000a00000a1,2,9,3,167
025040107410003188d2a000a00000a1,2,9,4,1156
025040107410003188d2a000a00000a1,2,9,5,167
025040107410003188d2a000a00000a1,2,9,6,1156
025040107410003188d2a000a00000a1,2,9,7,168
025040107410003188d2a000a00000a1,2,9,8,168
025040107410003188d2a000a00000a1,2,9,9,165
025040107410003188d2a000a00000a1,2,9,10,1154
025040107410003188d2a000a00000a1,2,9,11,166
025040107410003188d2a000a00000a1,2,9,12,1156
025040107410003188d2a000a00000a1,2,9,13,163
025040107410003188d2a000a00000a1,2,9,14,1154
025040107410003188d2a000a00000a1,2,9,15,373
025040107410003188d2a000a00000a1,2,9,16,1155
025040107410003188d2a000a00000a1,2,9,17,166
025040107410003188d2a000a00000a1,2,9,18,1157
025040107410003188d2a000a00000a1,2,9,19,1155
025040107410003188d2a000a00000a1,2,9,20,1159
025040107410003188d2a000a00000a1,2,9,21,169
025040107410003188d2a000a00000a1,2,9,22,1156
025040107410003188d2a000a00000a1,2,9,23,170
025040107410003188d2a000a00000a1,2,9,24,175
025040107410003188d2a000a00000a1,2,9,25,163
025040107410003188d2a000a00000a1,2,9,26,1152
025040107410003188d2a000a00000a1,2,9,27,170
025040107410003188d2a000a00000a1,2,9,28,166
025040107410003188d2a000a00000a1,2,9,29,167
025040107410003188d2a000a00000a1,2,9,30,168
025040107410003188d2a000a00000a1,2,9,31,166
025040107410003188d2a000a00000a1,2,9,32,165
025040107410003188d2a000a00000a1,2,9,33,1159
025040107410003188d2a000a00000a1,2,9,34,165
025040107410003188d2a000a00000a1,2,9,35,170
025040107410003188d2a000a00000a1,2,9,36,166
025040107410003188d2a000a00000a1,2,9,37,167
025040107410003188d2a000a00000a1,2,9,38,170
025040107410003188d2a000a00000a1,2,9,39,171
025040107410003188d2a000a00000a1,2,9,40,165
025040107410003188d2a000a00000a1,2,9,41,168
025040107410003188d2a000a00000a1,2,9,42,1150
025040107410003188d2a000a00000a1,2,9,43,167
025040107410003188d2a000a00000a1,2,9,44,169
025040107410003188d2a000a00000a1,2,9,45,169
025040107410003188d2a000a00000a1,2,9,46,167
025040107410003188d2a000a00000a1,2,9,47,168
025040107410003188d2a000a00000a1,2,9,48,1156
025040107410003188d2a000a00000a1,2,9,49,167
025040107410003188d2a000a00000a1,2,9,50,168
025040107410003188d2a000a00000a1,2,9,51,168
025040107410003188d2a000a00000a1,2,9,52,168
025040107410003188d2a000a00000a1,2,9,53,167
025040107410003188d2a000a00000a1,2,9,54,166
025040107410003188d2a000a00000a1,2,9,55,166
025040107410003188d2a000a00000a1,2,9,56,169
025040107410003188d2a000a00000a1,2,9,57,169
025040107410003188d2a000a00000a1,2,9,58,166
025040107410003188d2a000a00000a1,2,9,59,165
025040107410003188d2a000a00000a1,2,9,60,168
025040107410003188d2a000a00000a1,2,9,61,167
025040107410003188d2a000a00000a1,2,9,62,169
025040107410003188d2a000a00000a1,2,9,63,164
hybrid_id, fec,vmm,ch, pedestal [mV]
0250401074100031547ba000a00000b1,2,10,0,166
0250401074100031547ba000a00000b1,2,10,1,1158
0250401074100031547ba000a00000b1,2,10,2,166
0250401074100031547ba000a00000b1,2,10,3,1157
0250401074100031547ba000a00000b1,2,10,4,1155
0250401074100031547ba000a00000b1,2,10,5,1159
0250401074100031547ba000a00000b1,2,10,6,1155
0250401074100031547ba000a00000b1,2,10,7,1154
0250401074100031547ba000a00000b1,2,10,8,169
0250401074100031547ba000a00000b1,2,10,9,1157
0250401074100031547ba000a00000b1,2,10,10,1155
0250401074100031547ba000a00000b1,2,10,11,1154
0250401074100031547ba000a00000b1,2,10,12,167
0250401074100031547ba000a00000b1,2,10,13,1157
0250401074100031547ba000a00000b1,2,10,14,166
0250401074100031547ba000a00000b1,2,10,15,166
0250401074100031547ba000a00000b1,2,10,16,167
0250401074100031547ba000a00000b1,2,10,17,1159
0250401074100031547ba000a00000b1,2,10,18,166
0250401074100031547ba000a00000b1,2,10,19,1156
0250401074100031547ba000a00000b1,2,10,20,168
0250401074100031547ba000a00000b1,2,10,21,1155
0250401074100031547ba000a00000b1,2,10,22,170
0250401074100031547ba000a00000b1,2,10,23,1153
0250401074100031547ba000a00000b1,2,10,24,170
0250401074100031547ba000a00000b1,2,10,25,1153
0250401074100031547ba000a00000b1,2,10,26,169
0250401074100031547ba000a00000b1,2,10,27,1155
0250401074100031547ba000a00000b1,2,10,28,165
0250401074100031547ba000a00000b1,2,10,29,1154
0250401074100031547ba000a00000b1,2,10,30,164
0250401074100031547ba000a00000b1,2,10,31,167
0250401074100031547ba000a00000b1,2,10,32,167
0250401074100031547ba000a00000b1,2,10,33,167
0250401074100031547ba000a00000b1,2,10,34,167
0250401074100031547ba000a00000b1,2,10,35,170
0250401074100031547ba000a00000b1,2,10,36,169
0250401074100031547ba000a00000b1,2,10,37,166
0250401074100031547ba000a00000b1,2,10,38,167
0250401074100031547ba000a00000b1,2,10,39,172
0250401074100031547ba000a00000b1,2,10,40,163
0250401074100031547ba000a00000b1,2,10,41,164
0250401074100031547ba000a00000b1,2,10,42,165
0250401074100031547ba000a00000b1,2,10,43,168
0250401074100031547ba000a00000b1,2,10,44,166
0250401074100031547ba000a00000b1,2,10,45,167
0250401074100031547ba000a00000b1,2,10,46,168
0250401074100031547ba000a00000b1,2,10,47,167
0250401074100031547ba000a00000b1,2,10,48,167
0250401074100031547ba000a00000b1,2,10,49,164
0250401074100031547ba000a00000b1,2,10,50,163
0250401074100031547ba000a00000b1,2,10,51,168
0250401074100031547ba000a00000b1,2,10,52,166
0250401074100031547ba000a00000b1,2,10,53,168
0250401074100031547ba000a00000b1,2,10,54,168
0250401074100031547ba000a00000b1,2,10,55,171
0250401074100031547ba000a00000b1,2,10,56,166
0250401074100031547ba000a00000b1,2,10,57,169
0250401074100031547ba000a00000b1,2,10,58,167
0250401074100031547ba000a00000b1,2,10,59,1157
0250401074100031547ba000a00000b1,2,10,60,168
0250401074100031547ba000a00000b1,2,10,61,1159
0250401074100031547ba000a00000b1,2,10,62,165
0250401074100031547ba000a00000b1,2,10,63,168
hybrid_id, fec,vmm,ch, pedestal [mV]
0250401074100031547ba000a00000b1,2,11,0,165
0250401074100031547ba000a00000b1,2,11,1,1152
0250401074100031547ba000a00000b1,2,11,2,173
0250401074100031547ba000a00000b1,2,11,3,165
0250401074100031547ba000a00000b1,2,11,4,170
0250401074100031547ba000a00000b1,2,11,5,167
0250401074100031547ba000a00000b1,2,11,6,165
0250401074100031547ba000a00000b1,2,11,7,1149
0250401074100031547ba000a00000b1,2,11,8,169
0250401074100031547ba000a00000b1,2,11,9,1155
0250401074100031547ba000a00000b1,2,11,10,1151
0250401074100031547ba000a00000b1,2,11,11,171
0250401074100031547ba000a00000b1,2,11,12,1149
0250401074100031547ba000a00000b1,2,11,13,168
0250401074100031547ba000a00000b1,2,11,14,1151
0250401074100031547ba000a00000b1,2,11,15,170
0250401074100031547ba000a00000b1,2,11,16,169
0250401074100031547ba000a00000b1,2,11,17,1151
0250401074100031547ba000a00000b1,2,11,18,164
0250401074100031547ba000a00000b1,2,11,19,1153
0250401074100031547ba000a00000b1,2,11,20,165
0250401074100031547ba000a00000b1,2,11,21,1146
0250401074100031547ba000a00000b1,2,11,22,1153
0250401074100031547ba000a00000b1,2,11,23,169
0250401074100031547ba000a00000b1,2,11,24,171
0250401074100031547ba000a00000b1,2,11,25,166
0250401074100031547ba000a00000b1,2,11,26,169
0250401074100031547ba000a00000b1,2,11,27,164
0250401074100031547ba000a00000b1,2,11,28,168
0250401074100031547ba000a00000b1,2,11,29,165
0250401074100031547ba000a00000b1,2,11,30,166
0250401074100031547ba000a00000b1,2,11,31,168
0250401074100031547ba000a00000b1,2,11,32,167
0250401074100031547ba000a00000b1,2,11,33,1152
0250401074100031547ba000a00000b1,2,11,34,170
0250401074100031547ba000a00000b1,2,11,35,168
0250401074100031547ba000a00000b1,2,11,36,171
0250401074100031547ba000a00000b1,2,11,37,165
0250401074100031547ba000a00000b1,2,11,38,166
0250401074100031547ba000a00000b1,2,11,39,167
0250401074100031547ba000a00000b1,2,11,40,166
0250401074100031547ba000a00000b1,2,11,41,170
0250401074100031547ba000a00000b1,2,11,42,167
0250401074100031547ba000a00000b1,2,11,43,171
0250401074100031547ba000a00000b1,2,11,44,169
0250401074100031547ba000a00000b1,2,11,45,167
0250401074100031547ba000a00000b1,2,11,46,165
0250401074100031547ba000a00000b1,2,11,47,1148
0250401074100031547ba000a00000b1,2,11,48,168
0250401074100031547ba000a00000b1,2,11,49,165
0250401074100031547ba000a00000b1,2,11,50,161
0250401074100031547ba000a00000b1,2,11,51,167
0250401074100031547ba000a00000b1,2,11,52,168
0250401074100031547ba000a00000b1,2,11,53,163
0250401074100031547ba000a00000b1,2,11,54,166
0250401074100031547ba000a00000b1,2,11,55,1154
0250401074100031547ba000a00000b1,2,11,56,169
0250401074100031547ba000a00000b1,2,11,57,1151
0250401074100031547ba000a00000b1,2,11,58,167
0250401074100031547ba000a00000b1,2,11,59,1152
0250401074100031547ba000a00000b1,2,11,60,168
0250401074100031547ba000a00000b1,2,11,61,168
0250401074100031547ba000a00000b1,2,11,62,1151
0250401074100031547ba000a00000b1,2,11,63,169
hybrid_id, fec,vmm,ch, pedestal [mV]
02504010741000315827a000a00000de,2,12,0,157
02504010741000315827a000a00000de,2,12,1,157
02504010741000315827a000a00000de,2,12,2,159
02504010741000315827a000a00000de,2,12,3,157
02504010741000315827a000a00000de,2,12,4,156
02504010741000315827a000a00000de,2,12,5,159
02504010741000315827a000a00000de,2,12,6,161
02504010741000315827a000a00000de,2,12,7,157
02504010741000315827a000a00000de,2,12,8,158
02504010741000315827a000a00000de,2,12,9,158
02504010741000315827a000a00000de,2,12,10,156
02504010741000315827a000a00000de,2,12,11,156
02504010741000315827a000a00000de,2,12,12,155
02504010741000315827a000a00000de,2,12,13,158
02504010741000315827a000a00000de,2,12,14,153
02504010741000315827a000a00000de,2,12,15,156
02504010741000315827a000a00000de,2,12,16,155
02504010741000315827a000a00000de,2,12,17,157
02504010741000315827a000a00000de,2,12,18,156
02504010741000315827a000a00000de,2,12,19,155
02504010741000315827a000a00000de,2,12,20,152
02504010741000315827a000a00000de,2,12,21,1156
02504010741000315827a000a00000de,2,12,22,156
02504010741000315827a000a00000de,2,12,23,155
02504010741000315827a000a00000de,2,12,24,162
02504010741000315827a000a00000de,2,12,25,1156
02504010741000315827a000a00000de,2,12,26,157
02504010741000315827a000a00000de,2,12,27,155
02504010741000315827a000a00000de,2,12,28,156
02504010741000315827a000a00000de,2,12,29,1153
02504010741000315827a000a00000de,2,12,30,156
02504010741000315827a000a00000de,2,12,31,1152
02504010741000315827a000a00000de,2,12,32,1157
02504010741000315827a000a00000de,2,12,33,158
02504010741000315827a000a00000de,2,12,34,1151
02504010741000315827a000a00000de,2,12,35,156
02504010741000315827a000a00000de,2,12,36,152
02504010741000315827a000a00000de,2,12,37,157
02504010741000315827a000a00000de,2,12,38,158
02504010741000315827a000a00000de,2,12,39,156
02504010741000315827a000a00000de,2,12,40,155
02504010741000315827a000a00000de,2,12,41,157
02504010741000315827a000a00000de,2,12,42,158
02504010741000315827a000a00000de,2,12,43,155
02504010741000315827a000a00000de,2,12,44,158
02504010741000315827a000a00000de,2,12,45,156
02504010741000315827a000a00000de,2,12,46,155
02504010741000315827a000a00000de,2,12,47,156
02504010741000315827a000a00000de,2,12,48,158
02504010741000315827a000a00000de,2,12,49,154
02504010741000315827a000a00000de,2,12,50,1157
02504010741000315827a000a00000de,2,12,51,157
02504010741000315827a000a00000de,2,12,52,1156
02504010741000315827a000a00000de,2,12,53,154
02504010741000315827a000a00000de,2,12,54,155
02504010741000315827a000a00000de,2,12,55,159
02504010741000315827a000a00000de,2,12,56,159
02504010741000315827a000a00000de,2,12,57,156
02504010741000315827a000a00000de,2,12,58,1155
02504010741000315827a000a00000de,2,12,59,156
02504010741000315827a000a00000de,2,12,60,157
02504010741000315827a000a00000de,2,12,61,158
02504010741000315827a000a00000de,2,12,62,159
02504010741000315827a000a00000de,2,12,63,153
hybrid_id, fec,vmm,ch, pedestal [mV]
02504010741000315827a000a00000de,2,13,0,169
02504010741000315827a000a00000de,2,13,1,163
02504010741000315827a000a00000de,2,13,2,165
02504010741000315827a000a00000de,2,13,3,165
02504010741000315827a000a00000de,2,13,4,164
02504010741000315827a000a00000de,2,13,5,167
02504010741000315827a000a00000de,2,13,6,1155
02504010741000315827a000a00000de,2,13,7,1153
02504010741000315827a000a00000de,2,13,8,1154
02504010741000315827a000a00000de,2,13,9,163
02504010741000315827a000a00000de,2,13,10,1153
02504010741000315827a000a00000de,2,13,11,162
02504010741000315827a000a00000de,2,13,12,170
02504010741000315827a000a00000de,2,13,13,1154
02504010741000315827a000a00000de,2,13,14,170
02504010741000315827a000a00000de,2,13,15,1152
02504010741000315827a000a00000de,2,13,16,165
02504010741000315827a000a00000de,2,13,17,1152
02504010741000315827a000a00000de,2,13,18,1154
02504010741000315827a000a00000de,2,13,19,163
02504010741000315827a000a00000de,2,13,20,167
02504010741000315827a000a00000de,2,13,21,1156
02504010741000315827a000a00000de,2,13,22,164
02504010741000315827a000a00000de,2,13,23,166
02504010741000315827a000a00000de,2,13,24,169
02504010741000315827a000a00000de,2,13,25,1152
02504010741000315827a000a00000de,2,13,26,162
02504010741000315827a000a00000de,2,13,27,1155
02504010741000315827a000a00000de,2,13,28,163
02504010741000315827a000a00000de,2,13,29,1048
02504010741000315827a000a00000de,2,13,30,165
02504010741000315827a000a00000de,2,13,31,162
02504010741000315827a000a00000de,2,13,32,168
02504010741000315827a000a00000de,2,13,33,163
02504010741000315827a000a00000de,2,13,34,164
02504010741000315827a000a00000de,2,13,35,1154
02504010741000315827a000a00000de,2,13,36,164
02504010741000315827a000a00000de,2,13,37,1155
02504010741000315827a000a00000de,2,13,38,163
02504010741000315827a000a00000de,2,13,39,1153
02504010741000315827a000a00000de,2,13,40,163
02504010741000315827a000a00000de,2,13,41,1155
02504010741000315827a000a00000de,2,13,42,162
02504010741000315827a000a00000de,2,13,43,1155
02504010741000315827a000a00000de,2,13,44,163
02504010741000315827a000a00000de,2,13,45,1154
02504010741000315827a000a00000de,2,13,46,161
02504010741000315827a000a00000de,2,13,47,164
02504010741000315827a000a00000de,2,13,48,164
02504010741000315827a000a00000de,2,13,49,1154
02504010741000315827a000a00000de,2,13,50,165
02504010741000315827a000a00000de,2,13,51,161
02504010741000315827a000a00000de,2,13,52,48
02504010741000315827a000a00000de,2,13,53,165
02504010741000315827a000a00000de,2,13,54,167
02504010741000315827a000a00000de,2,13,55,164
02504010741000315827a000a00000de,2,13,56,1156
02504010741000315827a000a00000de,2,13,57,168
02504010741000315827a000a00000de,2,13,58,165
02504010741000315827a000a00000de,2,13,59,165
02504010741000315827a000a00000de,2,13,60,160
02504010741000315827a000a00000de,2,13,61,165
02504010741000315827a000a00000de,2,13,62,1155
02504010741000315827a000a00000de,2,13,63,166
hybrid_id, fec,vmm,ch, pedestal [mV]
025040107410003160c9a000a000000b,2,14,0,165
025040107410003160c9a000a000000b,2,14,1,172
025040107410003160c9a000a000000b,2,14,2,171
025040107410003160c9a000a000000b,2,14,3,169
025040107410003160c9a000a000000b,2,14,4,171
025040107410003160c9a000a000000b,2,14,5,174
025040107410003160c9a000a000000b,2,14,6,171
025040107410003160c9a000a000000b,2,14,7,173
025040107410003160c9a000a000000b,2,14,8,173
025040107410003160c9a000a000000b,2,14,9,174
025040107410003160c9a000a000000b,2,14,10,168
025040107410003160c9a000a000000b,2,14,11,172
025040107410003160c9a000a000000b,2,14,12,167
025040107410003160c9a000a000000b,2,14,13,169
025040107410003160c9a000a000000b,2,14,14,172
025040107410003160c9a000a000000b,2,14,15,171
025040107410003160c9a000a000000b,2,14,16,1159
025040107410003160c9a000a000000b,2,14,17,482
025040107410003160c9a000a000000b,2,14,18,168
025040107410003160c9a000a000000b,2,14,19,1157
025040107410003160c9a000a000000b,2,14,20,1157
025040107410003160c9a000a000000b,2,14,21,170
025040107410003160c9a000a000000b,2,14,22,1159
025040107410003160c9a000a000000b,2,14,23,1160
025040107410003160c9a000a000000b,2,14,24,1157
025040107410003160c9a000a000000b,2,14,25,176
025040107410003160c9a000a000000b,2,14,26,1157
025040107410003160c9a000a000000b,2,14,27,1159
025040107410003160c9a000a000000b,2,14,28,1160
025040107410003160c9a000a000000b,2,14,29,1158
025040107410003160c9a000a000000b,2,14,30,170
025040107410003160c9a000a000000b,2,14,31,1163
025040107410003160c9a000a000000b,2,14,32,175
025040107410003160c9a000a000000b,2,14,33,176
025040107410003160c9a000a000000b,2,14,34,173
025040107410003160c9a000a000000b,2,14,35,173
025040107410003160c9a000a000000b,2,14,36,1164
025040107410003160c9a000a000000b,2,14,37,172
025040107410003160c9a000a000000b,2,14,38,1164
025040107410003160c9a000a000000b,2,14,39,173
025040107410003160c9a000a000000b,2,14,40,1160
025040107410003160c9a000a000000b,2,14,41,174
025040107410003160c9a000a000000b,2,14,42,1162
025040107410003160c9a000a000000b,2,14,43,175
025040107410003160c9a000a000000b,2,14,44,1159
025040107410003160c9a000a000000b,2,14,45,176
025040107410003160c9a000a000000b,2,14,46,169
025040107410003160c9a000a000000b,2,14,47,173
025040107410003160c9a000a000000b,2,14,48,1160
025040107410003160c9a000a000000b,2,14,49,178
025040107410003160c9a000a000000b,2,14,50,172
025040107410003160c9a000a000000b,2,14,51,176
025040107410003160c9a000a000000b,2,14,52,238
025040107410003160c9a000a000000b,2,14,53,177
025040107410003160c9a000a000000b,2,14,54,174
025040107410003160c9a000a000000b,2,14,55,179
025040107410003160c9a000a000000b,2,14,56,180
025040107410003160c9a000a000000b,2,14,57,175
025040107410003160c9a000a000000b,2,14,58,176
025040107410003160c9a000a000000b,2,14,59,179
025040107410003160c9a000a000000b,2,14,60,177
025040107410003160c9a000a000000b,2,14,61,176
025040107410003160c9a000a000000b,2,14,62,176
025040107410003160c9a000a000000b,2,14,63,179
hybrid_id, fec,vmm,ch, pedestal [mV]
025040107410003160c9a000a000000b,2,15,0,164
025040107410003160c9a000a000000b,2,15,1,163
025040107410003160c9a000a000000b,2,15,2,165
025040107410003160c9a000a000000b,2,15,3,160
025040107410003160c9a000a000000b,2,15,4,161
025040107410003160c9a000a000000b,2,15,5,1160
025040107410003160c9a000a000000b,2,15,6,164
025040107410003160c9a000a000000b,2,15,7,1161
025040107410003160c9a000a000000b,2,15,8,163
025040107410003160c9a000a000000b,2,15,9,160
025040107410003160c9a000a000000b,2,15,10,163
025040107410003160c9a000a000000b,2,15,11,1161
025040107410003160c9a000a000000b,2,15,12,162
025040107410003160c9a000a000000b,2,15,13,1158
025040107410003160c9a000a000000b,2,15,14,166
025040107410003160c9a000a000000b,2,15,15,1155
025040107410003160c9a000a000000b,2,15,16,167
025040107410003160c9a000a000000b,2,15,17,171
025040107410003160c9a000a000000b,2,15,18,164
025040107410003160c9a000a000000b,2,15,19,1157
025040107410003160c9a000a000000b,2,15,20,165
025040107410003160c9a000a000000b,2,15,21,1157
025040107410003160c9a000a000000b,2,15,22,166
025040107410003160c9a000a000000b,2,15,23,1158
025040107410003160c9a000a000000b,2,15,24,172
025040107410003160c9a000a000000b,2,15,25,164
025040107410003160c9a000a000000b,2,15,26,166
025040107410003160c9a000a000000b,2,15,27,162
025040107410003160c9a000a000000b,2,15,28,166
025040107410003160c9a000a000000b,2,15,29,1153
025040107410003160c9a000a000000b,2,15,30,169
025040107410003160c9a000a000000b,2,15,31,169
025040107410003160c9a000a000000b,2,15,32,164
025040107410003160c9a000a000000b,2,15,33,160
025040107410003160c9a000a000000b,2,15,34,164
025040107410003160c9a000a000000b,2,15,35,169
025040107410003160c9a000a000000b,2,15,36,171
025040107410003160c9a000a000000b,2,15,37,164
025040107410003160c9a000a000000b,2,15,38,166
025040107410003160c9a000a000000b,2,15,39,1159
025040107410003160c9a000a000000b,2,15,40,169
025040107410003160c9a000a000000b,2,15,41,1155
025040107410003160c9a000a000000b,2,15,42,175
025040107410003160c9a000a000000b,2,15,43,1160
025040107410003160c9a000a000000b,2,15,44,172
025040107410003160c9a000a000000b,2,15,45,1159
025040107410003160c9a000a000000b,2,15,46,1159
025040107410003160c9a000a000000b,2,15,47,1158
025040107410003160c9a000a000000b,2,15,48,1158
025040107410003160c9a000a000000b,2,15,49,1156
025040107410003160c9a000a000000b,2,15,50,163
025040107410003160c9a000a000000b,2,15,51,1161
025040107410003160c9a000a000000b,2,15,52,1155
025040107410003160c9a000a000000b,2,15,53,1161
025040107410003160c9a000a000000b,2,15,54,1159
025040107410003160c9a000a000000b,2,15,55,1160
025040107410003160c9a000a000000b,2,15,56,1159
025040107410003160c9a000a000000b,2,15,57,1157
025040107410003160c9a000a000000b,2,15,58,1164
025040107410003160c9a000a000000b,2,15,59,172
025040107410003160c9a000a000000b,2,15,60,1159
025040107410003160c9a000a000000b,2,15,61,173
025040107410003160c9a000a000000b,2,15,62,1160
025040107410003160c9a000a000000b,2,15,63,168
