hybrid_id, fec,vmm,ch, threshold [mV]
025040107410003188d2a000a00000a1,2,8,52,266
025040107410003188d2a000a00000a1,2,8,53,253
025040107410003188d2a000a00000a1,2,8,54,253
025040107410003188d2a000a00000a1,2,8,55,249
025040107410003188d2a000a00000a1,2,8,56,252
025040107410003188d2a000a00000a1,2,8,57,254
025040107410003188d2a000a00000a1,2,8,58,252
025040107410003188d2a000a00000a1,2,8,59,249
025040107410003188d2a000a00000a1,2,8,60,258
025040107410003188d2a000a00000a1,2,8,61,255
025040107410003188d2a000a00000a1,2,8,62,266
025040107410003188d2a000a00000a1,2,8,63,250
hybrid_id, fec,vmm,ch, threshold [mV]
025040107410003188d2a000a00000a1,2,9,0,263
025040107410003188d2a000a00000a1,2,9,1,247
025040107410003188d2a000a00000a1,2,9,2,266
025040107410003188d2a000a00000a1,2,9,3,245
025040107410003188d2a000a00000a1,2,9,4,269
025040107410003188d2a000a00000a1,2,9,5,245
025040107410003188d2a000a00000a1,2,9,6,263
025040107410003188d2a000a00000a1,2,9,7,247
025040107410003188d2a000a00000a1,2,9,8,246
025040107410003188d2a000a00000a1,2,9,9,243
025040107410003188d2a000a00000a1,2,9,10,262
025040107410003188d2a000a00000a1,2,9,11,243
025040107410003188d2a000a00000a1,2,9,12,269
025040107410003188d2a000a00000a1,2,9,13,242
025040107410003188d2a000a00000a1,2,9,14,265
025040107410003188d2a000a00000a1,2,9,15,269
025040107410003188d2a000a00000a1,2,9,16,269
025040107410003188d2a000a00000a1,2,9,17,243
025040107410003188d2a000a00000a1,2,9,18,272
025040107410003188d2a000a00000a1,2,9,19,268
025040107410003188d2a000a00000a1,2,9,20,261
025040107410003188d2a000a00000a1,2,9,21,247
025040107410003188d2a000a00000a1,2,9,22,271
025040107410003188d2a000a00000a1,2,9,23,248
025040107410003188d2a000a00000a1,2,9,24,253
025040107410003188d2a000a00000a1,2,9,25,242
025040107410003188d2a000a00000a1,2,9,26,265
025040107410003188d2a000a00000a1,2,9,27,248
025040107410003188d2a000a00000a1,2,9,28,244
025040107410003188d2a000a00000a1,2,9,29,245
025040107410003188d2a000a00000a1,2,9,30,247
025040107410003188d2a000a00000a1,2,9,31,244
025040107410003188d2a000a00000a1,2,9,32,242
025040107410003188d2a000a00000a1,2,9,33,268
025040107410003188d2a000a00000a1,2,9,34,243
025040107410003188d2a000a00000a1,2,9,35,248
025040107410003188d2a000a00000a1,2,9,36,244
025040107410003188d2a000a00000a1,2,9,37,245
025040107410003188d2a000a00000a1,2,9,38,248
025040107410003188d2a000a00000a1,2,9,39,249
025040107410003188d2a000a00000a1,2,9,40,243
025040107410003188d2a000a00000a1,2,9,41,245
025040107410003188d2a000a00000a1,2,9,42,263
025040107410003188d2a000a00000a1,2,9,43,244
025040107410003188d2a000a00000a1,2,9,44,247
025040107410003188d2a000a00000a1,2,9,45,247
025040107410003188d2a000a00000a1,2,9,46,245
025040107410003188d2a000a00000a1,2,9,47,246
025040107410003188d2a000a00000a1,2,9,48,258
025040107410003188d2a000a00000a1,2,9,49,245
025040107410003188d2a000a00000a1,2,9,50,245
025040107410003188d2a000a00000a1,2,9,51,245
025040107410003188d2a000a00000a1,2,9,52,246
025040107410003188d2a000a00000a1,2,9,53,246
025040107410003188d2a000a00000a1,2,9,54,245
025040107410003188d2a000a00000a1,2,9,55,244
025040107410003188d2a000a00000a1,2,9,56,247
025040107410003188d2a000a00000a1,2,9,57,246
025040107410003188d2a000a00000a1,2,9,58,243
025040107410003188d2a000a00000a1,2,9,59,243
025040107410003188d2a000a00000a1,2,9,60,247
025040107410003188d2a000a00000a1,2,9,61,244
025040107410003188d2a000a00000a1,2,9,62,247
025040107410003188d2a000a00000a1,2,9,63,242
hybrid_id, fec,vmm,ch, threshold [mV]
0250401074100031547ba000a00000b1,2,10,0,241
0250401074100031547ba000a00000b1,2,10,1,264
0250401074100031547ba000a00000b1,2,10,2,241
0250401074100031547ba000a00000b1,2,10,3,267
0250401074100031547ba000a00000b1,2,10,4,265
0250401074100031547ba000a00000b1,2,10,5,262
0250401074100031547ba000a00000b1,2,10,6,271
0250401074100031547ba000a00000b1,2,10,7,265
0250401074100031547ba000a00000b1,2,10,8,245
0250401074100031547ba000a00000b1,2,10,9,266
0250401074100031547ba000a00000b1,2,10,10,267
0250401074100031547ba000a00000b1,2,10,11,262
0250401074100031547ba000a00000b1,2,10,12,242
0250401074100031547ba000a00000b1,2,10,13,264
0250401074100031547ba000a00000b1,2,10,14,242
0250401074100031547ba000a00000b1,2,10,15,242
0250401074100031547ba000a00000b1,2,10,16,244
0250401074100031547ba000a00000b1,2,10,17,275
0250401074100031547ba000a00000b1,2,10,18,242
0250401074100031547ba000a00000b1,2,10,19,262
0250401074100031547ba000a00000b1,2,10,20,244
0250401074100031547ba000a00000b1,2,10,21,265
0250401074100031547ba000a00000b1,2,10,22,246
0250401074100031547ba000a00000b1,2,10,23,266
0250401074100031547ba000a00000b1,2,10,24,246
0250401074100031547ba000a00000b1,2,10,25,264
0250401074100031547ba000a00000b1,2,10,26,244
0250401074100031547ba000a00000b1,2,10,27,263
0250401074100031547ba000a00000b1,2,10,28,241
0250401074100031547ba000a00000b1,2,10,29,268
0250401074100031547ba000a00000b1,2,10,30,239
0250401074100031547ba000a00000b1,2,10,31,243
0250401074100031547ba000a00000b1,2,10,32,244
0250401074100031547ba000a00000b1,2,10,33,242
0250401074100031547ba000a00000b1,2,10,34,243
0250401074100031547ba000a00000b1,2,10,35,246
0250401074100031547ba000a00000b1,2,10,36,246
0250401074100031547ba000a00000b1,2,10,37,242
0250401074100031547ba000a00000b1,2,10,38,243
0250401074100031547ba000a00000b1,2,10,39,248
0250401074100031547ba000a00000b1,2,10,40,239
0250401074100031547ba000a00000b1,2,10,41,240
0250401074100031547ba000a00000b1,2,10,42,240
0250401074100031547ba000a00000b1,2,10,43,245
0250401074100031547ba000a00000b1,2,10,44,242
0250401074100031547ba000a00000b1,2,10,45,243
0250401074100031547ba000a00000b1,2,10,46,243
0250401074100031547ba000a00000b1,2,10,47,244
0250401074100031547ba000a00000b1,2,10,48,243
0250401074100031547ba000a00000b1,2,10,49,241
0250401074100031547ba000a00000b1,2,10,50,239
0250401074100031547ba000a00000b1,2,10,51,243
0250401074100031547ba000a00000b1,2,10,52,241
0250401074100031547ba000a00000b1,2,10,53,244
0250401074100031547ba000a00000b1,2,10,54,243
0250401074100031547ba000a00000b1,2,10,55,247
0250401074100031547ba000a00000b1,2,10,56,241
0250401074100031547ba000a00000b1,2,10,57,246
0250401074100031547ba000a00000b1,2,10,58,243
0250401074100031547ba000a00000b1,2,10,59,269
0250401074100031547ba000a00000b1,2,10,60,244
0250401074100031547ba000a00000b1,2,10,61,266
0250401074100031547ba000a00000b1,2,10,62,241
0250401074100031547ba000a00000b1,2,10,63,244
hybrid_id, fec,vmm,ch, threshold [mV]
0250401074100031547ba000a00000b1,2,11,0,243
0250401074100031547ba000a00000b1,2,11,1,267
0250401074100031547ba000a00000b1,2,11,2,251
0250401074100031547ba000a00000b1,2,11,3,243
0250401074100031547ba000a00000b1,2,11,4,248
0250401074100031547ba000a00000b1,2,11,5,245
0250401074100031547ba000a00000b1,2,11,6,242
0250401074100031547ba000a00000b1,2,11,7,266
0250401074100031547ba000a00000b1,2,11,8,245
0250401074100031547ba000a00000b1,2,11,9,266
0250401074100031547ba000a00000b1,2,11,10,261
0250401074100031547ba000a00000b1,2,11,11,249
0250401074100031547ba000a00000b1,2,11,12,269
0250401074100031547ba000a00000b1,2,11,13,246
0250401074100031547ba000a00000b1,2,11,14,267
0250401074100031547ba000a00000b1,2,11,15,248
0250401074100031547ba000a00000b1,2,11,16,247
0250401074100031547ba000a00000b1,2,11,17,268
0250401074100031547ba000a00000b1,2,11,18,242
0250401074100031547ba000a00000b1,2,11,19,270
0250401074100031547ba000a00000b1,2,11,20,243
0250401074100031547ba000a00000b1,2,11,21,266
0250401074100031547ba000a00000b1,2,11,22,269
0250401074100031547ba000a00000b1,2,11,23,247
0250401074100031547ba000a00000b1,2,11,24,250
0250401074100031547ba000a00000b1,2,11,25,245
0250401074100031547ba000a00000b1,2,11,26,247
0250401074100031547ba000a00000b1,2,11,27,242
0250401074100031547ba000a00000b1,2,11,28,246
0250401074100031547ba000a00000b1,2,11,29,243
0250401074100031547ba000a00000b1,2,11,30,244
0250401074100031547ba000a00000b1,2,11,31,246
0250401074100031547ba000a00000b1,2,11,32,245
0250401074100031547ba000a00000b1,2,11,33,269
0250401074100031547ba000a00000b1,2,11,34,247
0250401074100031547ba000a00000b1,2,11,35,246
0250401074100031547ba000a00000b1,2,11,36,249
0250401074100031547ba000a00000b1,2,11,37,244
0250401074100031547ba000a00000b1,2,11,38,244
0250401074100031547ba000a00000b1,2,11,39,245
0250401074100031547ba000a00000b1,2,11,40,244
0250401074100031547ba000a00000b1,2,11,41,247
0250401074100031547ba000a00000b1,2,11,42,245
0250401074100031547ba000a00000b1,2,11,43,250
0250401074100031547ba000a00000b1,2,11,44,248
0250401074100031547ba000a00000b1,2,11,45,245
0250401074100031547ba000a00000b1,2,11,46,243
0250401074100031547ba000a00000b1,2,11,47,267
0250401074100031547ba000a00000b1,2,11,48,246
0250401074100031547ba000a00000b1,2,11,49,243
0250401074100031547ba000a00000b1,2,11,50,240
0250401074100031547ba000a00000b1,2,11,51,245
0250401074100031547ba000a00000b1,2,11,52,247
0250401074100031547ba000a00000b1,2,11,53,241
0250401074100031547ba000a00000b1,2,11,54,244
0250401074100031547ba000a00000b1,2,11,55,267
0250401074100031547ba000a00000b1,2,11,56,247
0250401074100031547ba000a00000b1,2,11,57,270
0250401074100031547ba000a00000b1,2,11,58,244
0250401074100031547ba000a00000b1,2,11,59,271
0250401074100031547ba000a00000b1,2,11,60,246
0250401074100031547ba000a00000b1,2,11,61,248
0250401074100031547ba000a00000b1,2,11,62,268
0250401074100031547ba000a00000b1,2,11,63,246
hybrid_id, fec,vmm,ch, threshold [mV]
02504010741000315827a000a00000de,2,12,0,238
02504010741000315827a000a00000de,2,12,1,238
02504010741000315827a000a00000de,2,12,2,239
02504010741000315827a000a00000de,2,12,3,238
02504010741000315827a000a00000de,2,12,4,237
02504010741000315827a000a00000de,2,12,5,240
02504010741000315827a000a00000de,2,12,6,242
02504010741000315827a000a00000de,2,12,7,238
02504010741000315827a000a00000de,2,12,8,238
02504010741000315827a000a00000de,2,12,9,239
02504010741000315827a000a00000de,2,12,10,237
02504010741000315827a000a00000de,2,12,11,237
02504010741000315827a000a00000de,2,12,12,236
02504010741000315827a000a00000de,2,12,13,239
02504010741000315827a000a00000de,2,12,14,234
02504010741000315827a000a00000de,2,12,15,237
02504010741000315827a000a00000de,2,12,16,236
02504010741000315827a000a00000de,2,12,17,238
02504010741000315827a000a00000de,2,12,18,237
02504010741000315827a000a00000de,2,12,19,236
02504010741000315827a000a00000de,2,12,20,233
02504010741000315827a000a00000de,2,12,21,256
02504010741000315827a000a00000de,2,12,22,237
02504010741000315827a000a00000de,2,12,23,236
02504010741000315827a000a00000de,2,12,24,243
02504010741000315827a000a00000de,2,12,25,251
02504010741000315827a000a00000de,2,12,26,237
02504010741000315827a000a00000de,2,12,27,237
02504010741000315827a000a00000de,2,12,28,236
02504010741000315827a000a00000de,2,12,29,257
02504010741000315827a000a00000de,2,12,30,237
02504010741000315827a000a00000de,2,12,31,254
02504010741000315827a000a00000de,2,12,32,255
02504010741000315827a000a00000de,2,12,33,239
02504010741000315827a000a00000de,2,12,34,256
02504010741000315827a000a00000de,2,12,35,237
02504010741000315827a000a00000de,2,12,36,232
02504010741000315827a000a00000de,2,12,37,237
02504010741000315827a000a00000de,2,12,38,239
02504010741000315827a000a00000de,2,12,39,237
02504010741000315827a000a00000de,2,12,40,236
02504010741000315827a000a00000de,2,12,41,236
02504010741000315827a000a00000de,2,12,42,239
02504010741000315827a000a00000de,2,12,43,236
02504010741000315827a000a00000de,2,12,44,239
02504010741000315827a000a00000de,2,12,45,237
02504010741000315827a000a00000de,2,12,46,236
02504010741000315827a000a00000de,2,12,47,237
02504010741000315827a000a00000de,2,12,48,239
02504010741000315827a000a00000de,2,12,49,235
02504010741000315827a000a00000de,2,12,50,255
02504010741000315827a000a00000de,2,12,51,238
02504010741000315827a000a00000de,2,12,52,258
02504010741000315827a000a00000de,2,12,53,235
02504010741000315827a000a00000de,2,12,54,236
02504010741000315827a000a00000de,2,12,55,238
02504010741000315827a000a00000de,2,12,56,240
02504010741000315827a000a00000de,2,12,57,237
02504010741000315827a000a00000de,2,12,58,261
02504010741000315827a000a00000de,2,12,59,237
02504010741000315827a000a00000de,2,12,60,239
02504010741000315827a000a00000de,2,12,61,239
02504010741000315827a000a00000de,2,12,62,240
02504010741000315827a000a00000de,2,12,63,234
hybrid_id, fec,vmm,ch, threshold [mV]
02504010741000315827a000a00000de,2,13,0,247
02504010741000315827a000a00000de,2,13,1,242
02504010741000315827a000a00000de,2,13,2,243
02504010741000315827a000a00000de,2,13,3,244
02504010741000315827a000a00000de,2,13,4,243
02504010741000315827a000a00000de,2,13,5,246
02504010741000315827a000a00000de,2,13,6,264
02504010741000315827a000a00000de,2,13,7,264
02504010741000315827a000a00000de,2,13,8,258
02504010741000315827a000a00000de,2,13,9,242
02504010741000315827a000a00000de,2,13,10,269
02504010741000315827a000a00000de,2,13,11,241
02504010741000315827a000a00000de,2,13,12,249
02504010741000315827a000a00000de,2,13,13,265
02504010741000315827a000a00000de,2,13,14,249
02504010741000315827a000a00000de,2,13,15,262
02504010741000315827a000a00000de,2,13,16,244
02504010741000315827a000a00000de,2,13,17,263
02504010741000315827a000a00000de,2,13,18,263
02504010741000315827a000a00000de,2,13,19,242
02504010741000315827a000a00000de,2,13,20,246
02504010741000315827a000a00000de,2,13,21,265
02504010741000315827a000a00000de,2,13,22,244
02504010741000315827a000a00000de,2,13,23,245
02504010741000315827a000a00000de,2,13,24,248
02504010741000315827a000a00000de,2,13,25,265
02504010741000315827a000a00000de,2,13,26,241
02504010741000315827a000a00000de,2,13,27,265
02504010741000315827a000a00000de,2,13,28,242
02504010741000315827a000a00000de,2,13,29,271
02504010741000315827a000a00000de,2,13,30,244
02504010741000315827a000a00000de,2,13,31,241
02504010741000315827a000a00000de,2,13,32,247
02504010741000315827a000a00000de,2,13,33,241
02504010741000315827a000a00000de,2,13,34,243
02504010741000315827a000a00000de,2,13,35,264
02504010741000315827a000a00000de,2,13,36,243
02504010741000315827a000a00000de,2,13,37,266
02504010741000315827a000a00000de,2,13,38,242
02504010741000315827a000a00000de,2,13,39,264
02504010741000315827a000a00000de,2,13,40,243
02504010741000315827a000a00000de,2,13,41,267
02504010741000315827a000a00000de,2,13,42,241
02504010741000315827a000a00000de,2,13,43,259
02504010741000315827a000a00000de,2,13,44,243
02504010741000315827a000a00000de,2,13,45,267
02504010741000315827a000a00000de,2,13,46,240
02504010741000315827a000a00000de,2,13,47,242
02504010741000315827a000a00000de,2,13,48,243
02504010741000315827a000a00000de,2,13,49,260
02504010741000315827a000a00000de,2,13,50,245
02504010741000315827a000a00000de,2,13,51,241
02504010741000315827a000a00000de,2,13,52,235
02504010741000315827a000a00000de,2,13,53,244
02504010741000315827a000a00000de,2,13,54,246
02504010741000315827a000a00000de,2,13,55,243
02504010741000315827a000a00000de,2,13,56,260
02504010741000315827a000a00000de,2,13,57,248
02504010741000315827a000a00000de,2,13,58,244
02504010741000315827a000a00000de,2,13,59,245
02504010741000315827a000a00000de,2,13,60,239
02504010741000315827a000a00000de,2,13,61,244
02504010741000315827a000a00000de,2,13,62,265
02504010741000315827a000a00000de,2,13,63,244
hybrid_id, fec,vmm,ch, threshold [mV]
025040107410003160c9a000a000000b,2,14,0,243
025040107410003160c9a000a000000b,2,14,1,249
025040107410003160c9a000a000000b,2,14,2,248
025040107410003160c9a000a000000b,2,14,3,246
025040107410003160c9a000a000000b,2,14,4,248
025040107410003160c9a000a000000b,2,14,5,251
025040107410003160c9a000a000000b,2,14,6,248
025040107410003160c9a000a000000b,2,14,7,249
025040107410003160c9a000a000000b,2,14,8,250
025040107410003160c9a000a000000b,2,14,9,251
025040107410003160c9a000a000000b,2,14,10,246
025040107410003160c9a000a000000b,2,14,11,249
025040107410003160c9a000a000000b,2,14,12,245
025040107410003160c9a000a000000b,2,14,13,246
025040107410003160c9a000a000000b,2,14,14,249
025040107410003160c9a000a000000b,2,14,15,248
025040107410003160c9a000a000000b,2,14,16,275
025040107410003160c9a000a000000b,2,14,17,275
025040107410003160c9a000a000000b,2,14,18,245
025040107410003160c9a000a000000b,2,14,19,266
025040107410003160c9a000a000000b,2,14,20,276
025040107410003160c9a000a000000b,2,14,21,248
025040107410003160c9a000a000000b,2,14,22,275
025040107410003160c9a000a000000b,2,14,23,270
025040107410003160c9a000a000000b,2,14,24,273
025040107410003160c9a000a000000b,2,14,25,253
025040107410003160c9a000a000000b,2,14,26,270
025040107410003160c9a000a000000b,2,14,27,277
025040107410003160c9a000a000000b,2,14,28,268
025040107410003160c9a000a000000b,2,14,29,270
025040107410003160c9a000a000000b,2,14,30,246
025040107410003160c9a000a000000b,2,14,31,272
025040107410003160c9a000a000000b,2,14,32,252
025040107410003160c9a000a000000b,2,14,33,253
025040107410003160c9a000a000000b,2,14,34,251
025040107410003160c9a000a000000b,2,14,35,250
025040107410003160c9a000a000000b,2,14,36,274
025040107410003160c9a000a000000b,2,14,37,249
025040107410003160c9a000a000000b,2,14,38,273
025040107410003160c9a000a000000b,2,14,39,250
025040107410003160c9a000a000000b,2,14,40,276
025040107410003160c9a000a000000b,2,14,41,251
025040107410003160c9a000a000000b,2,14,42,273
025040107410003160c9a000a000000b,2,14,43,252
025040107410003160c9a000a000000b,2,14,44,270
025040107410003160c9a000a000000b,2,14,45,254
025040107410003160c9a000a000000b,2,14,46,245
025040107410003160c9a000a000000b,2,14,47,251
025040107410003160c9a000a000000b,2,14,48,269
025040107410003160c9a000a000000b,2,14,49,255
025040107410003160c9a000a000000b,2,14,50,249
025040107410003160c9a000a000000b,2,14,51,253
025040107410003160c9a000a000000b,2,14,52,278
025040107410003160c9a000a000000b,2,14,53,254
025040107410003160c9a000a000000b,2,14,54,251
025040107410003160c9a000a000000b,2,14,55,256
025040107410003160c9a000a000000b,2,14,56,257
025040107410003160c9a000a000000b,2,14,57,252
025040107410003160c9a000a000000b,2,14,58,253
025040107410003160c9a000a000000b,2,14,59,256
025040107410003160c9a000a000000b,2,14,60,254
025040107410003160c9a000a000000b,2,14,61,253
025040107410003160c9a000a000000b,2,14,62,253
025040107410003160c9a000a000000b,2,14,63,257
hybrid_id, fec,vmm,ch, threshold [mV]
025040107410003160c9a000a000000b,2,15,0,237
025040107410003160c9a000a000000b,2,15,1,235
025040107410003160c9a000a000000b,2,15,2,238
025040107410003160c9a000a000000b,2,15,3,232
025040107410003160c9a000a000000b,2,15,4,236
025040107410003160c9a000a000000b,2,15,5,265
025040107410003160c9a000a000000b,2,15,6,237
025040107410003160c9a000a000000b,2,15,7,268
025040107410003160c9a000a000000b,2,15,8,236
025040107410003160c9a000a000000b,2,15,9,233
025040107410003160c9a000a000000b,2,15,10,236
025040107410003160c9a000a000000b,2,15,11,265
025040107410003160c9a000a000000b,2,15,12,235
025040107410003160c9a000a000000b,2,15,13,268
025040107410003160c9a000a000000b,2,15,14,239
025040107410003160c9a000a000000b,2,15,15,265
025040107410003160c9a000a000000b,2,15,16,240
025040107410003160c9a000a000000b,2,15,17,244
025040107410003160c9a000a000000b,2,15,18,236
025040107410003160c9a000a000000b,2,15,19,273
025040107410003160c9a000a000000b,2,15,20,237
025040107410003160c9a000a000000b,2,15,21,267
025040107410003160c9a000a000000b,2,15,22,239
025040107410003160c9a000a000000b,2,15,23,264
025040107410003160c9a000a000000b,2,15,24,245
025040107410003160c9a000a000000b,2,15,25,237
025040107410003160c9a000a000000b,2,15,26,239
025040107410003160c9a000a000000b,2,15,27,235
025040107410003160c9a000a000000b,2,15,28,240
025040107410003160c9a000a000000b,2,15,29,261
025040107410003160c9a000a000000b,2,15,30,242
025040107410003160c9a000a000000b,2,15,31,243
025040107410003160c9a000a000000b,2,15,32,238
025040107410003160c9a000a000000b,2,15,33,233
025040107410003160c9a000a000000b,2,15,34,237
025040107410003160c9a000a000000b,2,15,35,243
025040107410003160c9a000a000000b,2,15,36,244
025040107410003160c9a000a000000b,2,15,37,237
025040107410003160c9a000a000000b,2,15,38,239
025040107410003160c9a000a000000b,2,15,39,261
025040107410003160c9a000a000000b,2,15,40,242
025040107410003160c9a000a000000b,2,15,41,270
025040107410003160c9a000a000000b,2,15,42,248
025040107410003160c9a000a000000b,2,15,43,270
025040107410003160c9a000a000000b,2,15,44,245
025040107410003160c9a000a000000b,2,15,45,267
025040107410003160c9a000a000000b,2,15,46,262
025040107410003160c9a000a000000b,2,15,47,265
025040107410003160c9a000a000000b,2,15,48,265
025040107410003160c9a000a000000b,2,15,49,262
025040107410003160c9a000a000000b,2,15,50,236
025040107410003160c9a000a000000b,2,15,51,266
025040107410003160c9a000a000000b,2,15,52,267
025040107410003160c9a000a000000b,2,15,53,267
025040107410003160c9a000a000000b,2,15,54,266
025040107410003160c9a000a000000b,2,15,55,264
025040107410003160c9a000a000000b,2,15,56,266
025040107410003160c9a000a000000b,2,15,57,268
025040107410003160c9a000a000000b,2,15,58,266
025040107410003160c9a000a000000b,2,15,59,245
025040107410003160c9a000a000000b,2,15,60,261
025040107410003160c9a000a000000b,2,15,61,246
025040107410003160c9a000a000000b,2,15,62,264
025040107410003160c9a000a000000b,2,15,63,241
